Asset Name,Lat,Long,Business Category,Risk Factors,Year,Risk Rating
"Davis, Allen and Rivera",44.17491,-78.15550,Finance,"{""Sea level rise"": 0.15, ""Wildfire"": 0.13, ""Extreme cold"": 0.11, ""Flooding"": 0.09, ""Earthquake"": 0.02, ""Volcano"": 0.12, ""Hurricane"": 0.06}","2,070",0.68
Good-Lewis,46.92069,-61.63630,Retail,"{""Hurricane"": 0.13, ""Volcano"": 0.08, ""Earthquake"": 0.13, ""Extreme cold"": 0.07, ""Wildfire"": 0.09, ""Tornado"": 0.13, ""Sea level rise"": 0.05, ""Drought"": 0.13}","2,040",0.81
"Landry, Molina and Green",45.90994,-72.38093,Healthcare,"{""Tornado"": 0.03, ""Hurricane"": 0.0, ""Earthquake"": 0.02, ""Extreme cold"": 0.01, ""Flooding"": 0.0, ""Wildfire"": 0.01, ""Drought"": 0.02}","2,070",0.09
"Patel, Norris and Jackson",46.87956,-59.03304,Healthcare,"{""Sea level rise"": 0.01, ""Hurricane"": 0.05, ""Earthquake"": 0.02, ""Flooding"": 0.09, ""Wildfire"": 0.02, ""Tornado"": 0.12, ""Extreme cold"": 0.09, ""Drought"": 0.01}","2,060",0.41
"Marks, Garrett and Cummings",45.95405,-72.93436,Healthcare,"{""Wildfire"": 0.07, ""Hurricane"": 0.08, ""Extreme heat"": 0.09, ""Tornado"": 0.14, ""Flooding"": 0.1, ""Earthquake"": 0.14, ""Drought"": 0.12, ""Extreme cold"": 0.17}","2,070",0.91
"Landry, Molina and Green",51.04743,-118.03063,Manufacturing,"{""Volcano"": 0.82, ""Wildfire"": 0.1}","2,070",0.92
"Mcknight, Beasley and Stewart",44.17822,-79.10638,Retail,"{""Earthquake"": 0.02, ""Hurricane"": 0.0, ""Tornado"": 0.0}","2,070",0.02
"Bender, Warren and Sanchez",42.95009,-79.25848,Manufacturing,"{""Earthquake"": 0.01, ""Extreme cold"": 0.08, ""Flooding"": 0.29, ""Hurricane"": 0.05, ""Tornado"": 0.06}","2,030",0.49
Thomas-Chavez,46.57408,-72.61360,Finance,"{""Drought"": 0.03, ""Volcano"": 0.0, ""Earthquake"": 0.02, ""Extreme heat"": 0.02, ""Flooding"": 0.02, ""Extreme cold"": 0.01, ""Sea level rise"": 0.01, ""Hurricane"": 0.02, ""Wildfire"": 0.01, ""Tornado"": 0.02}","2,050",0.16
Rivera Inc,54.47100,-112.38644,Retail,"{""Earthquake"": 0.04, ""Volcano"": 0.01, ""Wildfire"": 0.07, ""Extreme heat"": 0.1, ""Sea level rise"": 0.03, ""Flooding"": 0.08}","2,030",0.33
Sullivan-Curtis,45.00997,-79.02142,Technology,"{""Drought"": 0.44}","2,030",0.44
Duke Ltd,46.24807,-73.65774,Energy,"{""Hurricane"": 0.01, ""Earthquake"": 0.0, ""Extreme cold"": 0.02, ""Flooding"": 0.0, ""Sea level rise"": 0.01, ""Tornado"": 0.01, ""Extreme heat"": 0.01, ""Volcano"": 0.02, ""Drought"": 0.01, ""Wildfire"": 0.0}","2,060",0.09
"Fox, Daniel and Coleman",45.93070,-72.91184,Energy,"{""Extreme heat"": 0.02, ""Sea level rise"": 0.0, ""Extreme cold"": 0.01, ""Earthquake"": 0.04, ""Flooding"": 0.03, ""Volcano"": 0.03, ""Wildfire"": 0.02, ""Tornado"": 0.06, ""Drought"": 0.03}","2,050",0.24
Reid-Sherman,45.34117,-78.86983,Energy,"{""Volcano"": 0.05, ""Extreme cold"": 0.0, ""Wildfire"": 0.0, ""Sea level rise"": 0.02, ""Hurricane"": 0.02, ""Extreme heat"": 0.02, ""Drought"": 0.0, ""Flooding"": 0.01, ""Tornado"": 0.02, ""Earthquake"": 0.03}","2,050",0.17
Vega-Huffman,44.12609,-79.05232,Retail,"{""Hurricane"": 0.12000000000000001, ""Flooding"": 0.05, ""Wildfire"": 0.01, ""Drought"": 0.07, ""Tornado"": 0.1, ""Extreme cold"": 0.08, ""Sea level rise"": 0.01, ""Volcano"": 0.04}","2,040",0.48
"Rodriguez, Roberts and Fuller",47.08215,-59.34155,Manufacturing,"{""Hurricane"": 0.17, ""Wildfire"": 0.25, ""Earthquake"": 0.27}","2,070",0.69
"Higgins, Brown and Vaughn",45.86018,-72.24588,Retail,"{""Drought"": 0.26, ""Volcano"": 0.31}","2,070",0.57
"Walker, Hogan and Mendez",46.50709,-73.40103,Healthcare,"{""Drought"": 0.1, ""Volcano"": 0.08, ""Tornado"": 0.05, ""Hurricane"": 0.09, ""Extreme heat"": 0.04, ""Extreme cold"": 0.09, ""Flooding"": 0.01, ""Earthquake"": 0.03, ""Sea level rise"": 0.07, ""Wildfire"": 0.09}","2,030",0.65
Williams Group,46.82997,-62.12135,Finance,"{""Tornado"": 0.08, ""Hurricane"": 0.09, ""Earthquake"": 0.29, ""Sea level rise"": 0.2}","2,050",0.66
Johnson and Sons,46.46196,-73.73399,Energy,"{""Hurricane"": 0.019999999999999997, ""Tornado"": 0.05, ""Flooding"": 0.01, ""Sea level rise"": 0.04, ""Extreme heat"": 0.1}","2,060",0.22
Flynn-Anderson,43.18993,-79.15611,Healthcare,"{""Volcano"": 0.07, ""Earthquake"": 0.01, ""Wildfire"": 0.09, ""Tornado"": 0.14, ""Extreme cold"": 0.13, ""Extreme heat"": 0.03, ""Hurricane"": 0.11}","2,070",0.58
Alvarez Inc,46.55865,-73.44019,Retail,"{""Flooding"": 0.17, ""Extreme heat"": 0.06}","2,040",0.23
Gross PLC,53.60377,-112.74427,Retail,"{""Wildfire"": 0.07, ""Sea level rise"": 0.07, ""Tornado"": 0.07, ""Drought"": 0.1, ""Extreme cold"": 0.08, ""Extreme heat"": 0.03, ""Hurricane"": 0.05, ""Earthquake"": 0.05, ""Volcano"": 0.12}","2,050",0.64
"Mejia, Roberts and Gay",46.67342,-58.98464,Manufacturing,"{""Earthquake"": 0.1, ""Flooding"": 0.05, ""Hurricane"": 0.11, ""Sea level rise"": 0.04, ""Wildfire"": 0.05, ""Extreme cold"": 0.07, ""Tornado"": 0.09, ""Drought"": 0.02, ""Volcano"": 0.03}","2,040",0.56
Miller-Norris,46.67804,-61.81933,Healthcare,"{""Hurricane"": 0.0, ""Volcano"": 0.09, ""Wildfire"": 0.04, ""Sea level rise"": 0.02, ""Drought"": 0.03, ""Earthquake"": 0.03, ""Extreme heat"": 0.04, ""Tornado"": 0.13, ""Flooding"": 0.09}","2,040",0.47
Gross PLC,45.95212,-73.14437,Finance,"{""Hurricane"": 0.06, ""Sea level rise"": 0.03, ""Flooding"": 0.06, ""Extreme heat"": 0.04}","2,070",0.19
Campos and Sons,54.30677,-112.29345,Retail,"{""Volcano"": 0.01, ""Extreme heat"": 0.01, ""Hurricane"": 0.04, ""Flooding"": 0.07, ""Extreme cold"": 0.03, ""Wildfire"": 0.03, ""Earthquake"": 0.03}","2,040",0.22
"Davis, Allen and Rivera",51.60685,-118.08372,Healthcare,"{""Volcano"": 0.09999999999999999, ""Extreme cold"": 0.03, ""Extreme heat"": 0.04, ""Sea level rise"": 0.15, ""Tornado"": 0.05, ""Earthquake"": 0.04, ""Hurricane"": 0.16, ""Drought"": 0.15, ""Wildfire"": 0.03}","2,050",0.75
Zuniga Inc,46.34966,-72.99361,Healthcare,"{""Extreme heat"": 0.28, ""Sea level rise"": 0.08}","2,030",0.36
Stanton-Joyce,46.23348,-73.22887,Energy,"{""Wildfire"": 0.05, ""Extreme heat"": 0.87}","2,060",0.92
Pittman PLC,51.03548,-119.02867,Technology,"{""Flooding"": 0.21, ""Tornado"": 0.12, ""Extreme heat"": 0.15}","2,070",0.48
Willis-Newman,45.01748,-78.54684,Technology,"{""Extreme heat"": 0.15, ""Volcano"": 0.13, ""Extreme cold"": 0.12, ""Earthquake"": 0.02, ""Wildfire"": 0.09, ""Sea level rise"": 0.1, ""Hurricane"": 0.13}","2,070",0.74
"Mcpherson, Simmons and Simpson",46.57442,-59.84993,Healthcare,"{""Volcano"": 0.29, ""Tornado"": 0.46}","2,030",0.75
Norton-Spencer,53.88308,-112.86812,Retail,"{""Earthquake"": 0.22999999999999998, ""Hurricane"": 0.3, ""Sea level rise"": 0.06, ""Flooding"": 0.19}","2,060",0.78
Campos and Sons,44.35173,-77.82204,Energy,"{""Wildfire"": 0.06, ""Tornado"": 0.05, ""Sea level rise"": 0.04, ""Drought"": 0.01, ""Volcano"": 0.04, ""Extreme heat"": 0.02, ""Extreme cold"": 0.02, ""Flooding"": 0.07, ""Earthquake"": 0.03}","2,070",0.34
Reid-Sherman,45.19164,-79.25955,Healthcare,"{""Drought"": 0.01, ""Extreme heat"": 0.0, ""Tornado"": 0.0, ""Flooding"": 0.0, ""Sea level rise"": 0.0, ""Volcano"": 0.0, ""Wildfire"": 0.0, ""Earthquake"": 0.0, ""Hurricane"": 0.0, ""Extreme cold"": 0.0}","2,070",0.01
"Bender, Warren and Sanchez",46.20934,-73.00929,Retail,"{""Drought"": 0.08, ""Hurricane"": 0.04, ""Wildfire"": 0.03, ""Sea level rise"": 0.03, ""Earthquake"": 0.06, ""Extreme heat"": 0.01, ""Volcano"": 0.09}","2,040",0.34
Perez-Robertson,50.05520,-119.46803,Manufacturing,"{""Flooding"": 0.09999999999999999, ""Wildfire"": 0.1, ""Earthquake"": 0.01, ""Extreme heat"": 0.06, ""Volcano"": 0.11, ""Hurricane"": 0.0, ""Extreme cold"": 0.07, ""Sea level rise"": 0.01, ""Drought"": 0.11}","2,030",0.57
"Rodriguez, Roberts and Fuller",44.28248,-79.53651,Retail,"{""Volcano"": 0.17, ""Tornado"": 0.27}","2,030",0.44
"Wagner, Curry and Pearson",46.33304,-72.93323,Healthcare,"{""Volcano"": 0.19999999999999998, ""Earthquake"": 0.18, ""Hurricane"": 0.22, ""Flooding"": 0.03, ""Extreme heat"": 0.21}","2,030",0.84
Park and Sons,46.32921,-62.10255,Healthcare,"{""Extreme heat"": 0.01, ""Extreme cold"": 0.0, ""Wildfire"": 0.02, ""Drought"": 0.01, ""Sea level rise"": 0.0, ""Hurricane"": 0.0, ""Volcano"": 0.01}","2,050",0.05
"Harrison, Meza and Rios",51.13790,-118.72504,Manufacturing,"{""Flooding"": 0.7}","2,050",0.70
Zuniga Inc,44.02933,-78.91613,Healthcare,"{""Sea level rise"": 0.64}","2,030",0.64
"Rodriguez, Roberts and Fuller",46.70828,-73.46483,Energy,"{""Extreme cold"": 0.15, ""Earthquake"": 0.06, ""Tornado"": 0.05, ""Drought"": 0.08, ""Wildfire"": 0.03, ""Flooding"": 0.06, ""Extreme heat"": 0.1, ""Hurricane"": 0.05, ""Volcano"": 0.08, ""Sea level rise"": 0.01}","2,070",0.67
Gray-Evans,51.53263,-118.25851,Energy,"{""Wildfire"": 0.01, ""Sea level rise"": 0.04, ""Extreme heat"": 0.03, ""Earthquake"": 0.04, ""Tornado"": 0.06, ""Flooding"": 0.01, ""Hurricane"": 0.05}","2,050",0.24
Guzman Ltd,43.25671,-79.43593,Healthcare,"{""Hurricane"": 0.16, ""Earthquake"": 0.17, ""Extreme heat"": 0.2}","2,030",0.53
Perez-Robertson,54.12723,-111.97363,Manufacturing,"{""Wildfire"": 0.04, ""Extreme heat"": 0.03, ""Flooding"": 0.12, ""Tornado"": 0.12, ""Hurricane"": 0.02, ""Volcano"": 0.02, ""Extreme cold"": 0.03, ""Earthquake"": 0.11, ""Sea level rise"": 0.09, ""Drought"": 0.14}","2,070",0.72
"Harrison, Meza and Rios",46.26888,-73.71459,Finance,"{""Volcano"": 0.019999999999999997, ""Hurricane"": 0.06, ""Sea level rise"": 0.05, ""Drought"": 0.02, ""Extreme heat"": 0.11, ""Extreme cold"": 0.04, ""Tornado"": 0.06, ""Earthquake"": 0.12, ""Wildfire"": 0.02, ""Flooding"": 0.05}","2,030",0.55
Williams Group,50.71418,-118.86163,Energy,"{""Earthquake"": 0.05, ""Volcano"": 0.15, ""Drought"": 0.05, ""Extreme heat"": 0.05, ""Sea level rise"": 0.03, ""Extreme cold"": 0.09, ""Wildfire"": 0.06, ""Flooding"": 0.04}","2,060",0.52
"Rodriguez, Roberts and Fuller",45.53646,-72.57998,Finance,"{""Drought"": 0.009999999999999998, ""Extreme heat"": 0.01, ""Tornado"": 0.03, ""Volcano"": 0.0, ""Earthquake"": 0.02, ""Wildfire"": 0.02, ""Sea level rise"": 0.01, ""Extreme cold"": 0.03}","2,070",0.13
Patel-Brooks,46.79159,-59.34642,Technology,"{""Tornado"": 0.07, ""Flooding"": 0.03, ""Hurricane"": 0.07, ""Extreme heat"": 0.13, ""Earthquake"": 0.16, ""Extreme cold"": 0.12, ""Drought"": 0.17, ""Sea level rise"": 0.11}","2,030",0.86
Gray-Evans,54.57664,-112.46586,Manufacturing,"{""Volcano"": 0.09999999999999999, ""Extreme heat"": 0.07, ""Extreme cold"": 0.0, ""Drought"": 0.06, ""Sea level rise"": 0.05, ""Wildfire"": 0.0}","2,070",0.28
Stanton-Joyce,43.14034,-79.51225,Finance,"{""Drought"": 0.0, ""Earthquake"": 0.01, ""Tornado"": 0.01, ""Extreme cold"": 0.01, ""Volcano"": 0.01, ""Wildfire"": 0.01, ""Hurricane"": 0.01}","2,070",0.06
Smith-Woods,46.79591,-72.89352,Technology,"{""Drought"": 0.05, ""Volcano"": 0.04, ""Sea level rise"": 0.08, ""Wildfire"": 0.08, ""Flooding"": 0.08, ""Tornado"": 0.0, ""Hurricane"": 0.0, ""Extreme heat"": 0.06}","2,060",0.39
Rivera Inc,46.76065,-62.95310,Manufacturing,"{""Hurricane"": 0.12000000000000001, ""Tornado"": 0.1, ""Wildfire"": 0.14, ""Volcano"": 0.01, ""Flooding"": 0.11, ""Sea level rise"": 0.1, ""Drought"": 0.06, ""Earthquake"": 0.03, ""Extreme heat"": 0.11}","2,030",0.78
Duke Ltd,46.62085,-62.17712,Retail,"{""Extreme heat"": 0.12, ""Tornado"": 0.15}","2,060",0.27
"Mcknight, Beasley and Stewart",46.87920,-63.03834,Manufacturing,"{""Flooding"": 0.4}","2,050",0.40
Campos and Sons,50.48351,-119.05212,Retail,"{""Wildfire"": 0.18, ""Tornado"": 0.18, ""Sea level rise"": 0.1}","2,040",0.46
Stanton-Joyce,46.08263,-73.27380,Retail,"{""Drought"": 0.12, ""Tornado"": 0.01, ""Sea level rise"": 0.16, ""Extreme cold"": 0.04, ""Hurricane"": 0.12, ""Wildfire"": 0.19, ""Volcano"": 0.12, ""Flooding"": 0.08}","2,030",0.84
"Rodriguez, Roberts and Fuller",46.54428,-73.43730,Manufacturing,"{""Extreme heat"": 0.12, ""Volcano"": 0.06, ""Flooding"": 0.21, ""Tornado"": 0.13, ""Extreme cold"": 0.19, ""Drought"": 0.11, ""Hurricane"": 0.06}","2,040",0.88
"Hooper, Evans and Merritt",43.24480,-79.36036,Energy,"{""Tornado"": 0.09, ""Earthquake"": 0.17, ""Extreme cold"": 0.01, ""Extreme heat"": 0.01, ""Flooding"": 0.06, ""Drought"": 0.13, ""Hurricane"": 0.07, ""Wildfire"": 0.13, ""Volcano"": 0.2, ""Sea level rise"": 0.01}","2,050",0.88
Guzman Ltd,43.53106,-79.37652,Energy,"{""Drought"": 0.03, ""Extreme cold"": 0.07, ""Flooding"": 0.11, ""Extreme heat"": 0.07, ""Tornado"": 0.0, ""Hurricane"": 0.01, ""Wildfire"": 0.11, ""Volcano"": 0.04}","2,070",0.44
Banks-Carlson,50.06840,-118.58763,Retail,"{""Tornado"": 0.21}","2,040",0.21
Patel-Brooks,46.23454,-72.41379,Retail,"{""Earthquake"": 0.03, ""Extreme cold"": 0.07, ""Drought"": 0.06, ""Tornado"": 0.09, ""Extreme heat"": 0.03, ""Sea level rise"": 0.13, ""Hurricane"": 0.1, ""Volcano"": 0.08, ""Wildfire"": 0.15, ""Flooding"": 0.05}","2,050",0.79
"Taylor, Mitchell and Ward",54.44143,-111.98550,Healthcare,"{""Extreme heat"": 0.05, ""Wildfire"": 0.23, ""Earthquake"": 0.16, ""Flooding"": 0.14, ""Hurricane"": 0.13, ""Sea level rise"": 0.17, ""Tornado"": 0.01}","2,070",0.89
Foster-Flores,46.67140,-72.70728,Manufacturing,"{""Sea level rise"": 0.02, ""Wildfire"": 0.08, ""Volcano"": 0.03, ""Earthquake"": 0.08, ""Flooding"": 0.08, ""Extreme heat"": 0.03, ""Hurricane"": 0.02, ""Tornado"": 0.11, ""Extreme cold"": 0.01, ""Drought"": 0.06}","2,030",0.52
Campos and Sons,46.37570,-73.11128,Healthcare,"{""Extreme heat"": 0.12, ""Tornado"": 0.26}","2,030",0.38
"Wagner, Curry and Pearson",50.30941,-118.02416,Technology,"{""Tornado"": 0.3, ""Flooding"": 0.26, ""Extreme heat"": 0.14}","2,040",0.70
Obrien-Oneill,46.61875,-73.23081,Energy,"{""Flooding"": 0.2, ""Extreme cold"": 0.13, ""Hurricane"": 0.16, ""Extreme heat"": 0.14, ""Earthquake"": 0.16}","2,040",0.79
Foster-Flores,44.25733,-77.79732,Manufacturing,"{""Flooding"": 0.05, ""Volcano"": 0.16, ""Extreme heat"": 0.2, ""Sea level rise"": 0.02, ""Tornado"": 0.02}","2,040",0.45
"Washington, Rogers and Morrison",45.80997,-72.69410,Technology,"{""Flooding"": 0.0, ""Wildfire"": 0.0, ""Earthquake"": 0.01}","2,070",0.01
Jones Ltd,44.80876,-77.85499,Retail,"{""Volcano"": 0.0, ""Extreme cold"": 0.15, ""Earthquake"": 0.07}","2,060",0.22
Stewart PLC,47.57179,-58.75659,Energy,"{""Sea level rise"": 0.74}","2,070",0.74
"Thompson, Davis and Brown",46.43695,-72.94889,Finance,"{""Wildfire"": 0.08, ""Sea level rise"": 0.16, ""Flooding"": 0.27, ""Earthquake"": 0.1}","2,030",0.61
Perez-Robertson,45.46051,-72.66054,Technology,"{""Extreme heat"": 0.06, ""Wildfire"": 0.13, ""Tornado"": 0.25, ""Extreme cold"": 0.23}","2,040",0.67
Park and Sons,46.27700,-72.54283,Healthcare,"{""Tornado"": 0.019999999999999997, ""Extreme cold"": 0.06, ""Sea level rise"": 0.06, ""Hurricane"": 0.26}","2,040",0.40
"Kelley, Barnes and Hutchinson",45.49728,-73.26412,Energy,"{""Volcano"": -0.01, ""Tornado"": 0.01, ""Hurricane"": 0.0, ""Extreme heat"": 0.01, ""Drought"": 0.01}","2,060",0.02
"Harrison, Meza and Rios",54.61434,-112.75444,Manufacturing,"{""Flooding"": 0.18, ""Wildfire"": 0.32}","2,030",0.50
Torres-Sanchez,46.32583,-73.07287,Finance,"{""Earthquake"": 0.01, ""Extreme heat"": 0.01, ""Hurricane"": 0.01, ""Wildfire"": 0.01, ""Flooding"": 0.01}","2,060",0.05
Vega-Huffman,43.98070,-79.23749,Finance,"{""Extreme heat"": 0.13, ""Tornado"": 0.03, ""Flooding"": 0.08, ""Volcano"": 0.01, ""Extreme cold"": 0.05, ""Earthquake"": 0.11, ""Sea level rise"": 0.14}","2,050",0.55
Obrien-Oneill,54.97427,-112.05781,Retail,"{""Drought"": 0.0, ""Sea level rise"": 0.0}","2,070",0.00
Norton-Spencer,45.72411,-73.38796,Finance,"{""Flooding"": 0.02, ""Extreme heat"": 0.05, ""Earthquake"": 0.0, ""Drought"": 0.06, ""Sea level rise"": 0.02, ""Volcano"": 0.07, ""Wildfire"": 0.06, ""Tornado"": 0.06}","2,050",0.34
Williams Group,51.55589,-118.03658,Energy,"{""Hurricane"": 0.24, ""Flooding"": 0.16}","2,040",0.40
"Walker, Hogan and Mendez",45.89847,-73.59483,Technology,"{""Extreme cold"": 0.03, ""Earthquake"": 0.03}","2,040",0.06
Acevedo-Kennedy,43.38298,-79.95018,Finance,"{""Hurricane"": 0.09, ""Extreme heat"": 0.07, ""Extreme cold"": 0.03, ""Earthquake"": 0.07, ""Sea level rise"": 0.14, ""Wildfire"": 0.15}","2,070",0.55
Gray-Evans,46.92446,-73.69810,Finance,"{""Drought"": 0.0, ""Flooding"": 0.03, ""Hurricane"": 0.08, ""Earthquake"": 0.02, ""Wildfire"": 0.07, ""Extreme cold"": 0.03, ""Extreme heat"": 0.01, ""Volcano"": 0.08, ""Tornado"": 0.04, ""Sea level rise"": 0.03}","2,050",0.39
Johnson and Sons,46.29003,-72.87336,Retail,"{""Wildfire"": 0.0, ""Flooding"": 0.04, ""Hurricane"": 0.07, ""Drought"": 0.15, ""Earthquake"": 0.06, ""Extreme cold"": 0.12}","2,070",0.44
Foster-Flores,45.82996,-72.36575,Finance,"{""Sea level rise"": 0.0, ""Tornado"": 0.01, ""Hurricane"": 0.02}","2,060",0.03
Horne and Sons,50.62869,-118.38759,Technology,"{""Wildfire"": 0.06, ""Earthquake"": 0.0}","2,050",0.06
"Roberts, Burke and Williams",46.61942,-72.78537,Healthcare,"{""Tornado"": 0.03, ""Drought"": 0.24, ""Hurricane"": 0.18, ""Wildfire"": 0.06}","2,040",0.51
Flynn-Anderson,45.46725,-72.66825,Finance,"{""Extreme heat"": 0.09999999999999999, ""Wildfire"": 0.12, ""Drought"": 0.03, ""Earthquake"": 0.03, ""Hurricane"": 0.08, ""Flooding"": 0.1, ""Volcano"": 0.02, ""Tornado"": 0.16, ""Sea level rise"": 0.13}","2,050",0.77
"Roberts, Burke and Williams",46.49010,-73.14015,Energy,"{""Flooding"": 0.14, ""Tornado"": 0.05, ""Sea level rise"": 0.1, ""Wildfire"": 0.03, ""Volcano"": 0.14, ""Hurricane"": 0.16, ""Earthquake"": 0.06, ""Drought"": 0.09, ""Extreme cold"": 0.02}","2,070",0.79
Banks-Carlson,46.65968,-73.54323,Retail,"{""Tornado"": 0.19, ""Sea level rise"": 0.35, ""Extreme heat"": 0.44}","2,050",0.98
"Walker, Hogan and Mendez",46.58049,-62.94645,Manufacturing,"{""Earthquake"": 0.15, ""Wildfire"": 0.19, ""Sea level rise"": 0.23, ""Hurricane"": 0.28, ""Drought"": 0.01, ""Volcano"": 0.08}","2,060",0.94
Patel-Brooks,50.59953,-119.19882,Manufacturing,"{""Earthquake"": 0.01, ""Hurricane"": 0.01, ""Drought"": 0.01, ""Flooding"": 0.11, ""Extreme heat"": 0.04, ""Tornado"": 0.09, ""Sea level rise"": 0.05}","2,030",0.32
Jimenez-Gallegos,54.76536,-112.67160,Finance,"{""Hurricane"": 0.060000000000000005, ""Earthquake"": 0.15, ""Volcano"": 0.08, ""Extreme cold"": 0.05, ""Extreme heat"": 0.14, ""Wildfire"": 0.17, ""Tornado"": 0.07, ""Drought"": 0.1}","2,030",0.82
Rivera Inc,49.93709,-118.45777,Healthcare,"{""Drought"": 0.049999999999999996, ""Hurricane"": 0.11, ""Tornado"": 0.06, ""Extreme cold"": 0.07, ""Sea level rise"": 0.13, ""Earthquake"": 0.17, ""Wildfire"": 0.13}","2,070",0.72
"Roberts, Burke and Williams",42.97575,-79.22424,Manufacturing,"{""Extreme heat"": 0.04, ""Sea level rise"": 0.09, ""Wildfire"": 0.06, ""Tornado"": 0.13, ""Volcano"": 0.08, ""Flooding"": 0.04, ""Earthquake"": 0.12, ""Drought"": 0.12, ""Hurricane"": 0.05, ""Extreme cold"": 0.13}","2,050",0.86
Sullivan-Curtis,46.25718,-73.07699,Technology,"{""Volcano"": 0.29, ""Wildfire"": 0.34, ""Earthquake"": 0.03, ""Drought"": 0.01, ""Extreme heat"": 0.3}","2,030",0.97
"Hall, Meadows and Anderson",46.33589,-59.15652,Energy,"{""Drought"": 0.03, ""Extreme cold"": 0.01, ""Sea level rise"": 0.02, ""Tornado"": 0.02, ""Wildfire"": 0.05, ""Extreme heat"": 0.02, ""Volcano"": 0.01, ""Hurricane"": 0.05, ""Earthquake"": 0.01}","2,060",0.22
Grant-Coffey,43.09312,-79.21063,Energy,"{""Drought"": 0.1, ""Extreme cold"": 0.15, ""Flooding"": 0.19, ""Hurricane"": 0.04}","2,030",0.48
Gray-Evans,46.74406,-59.72787,Retail,"{""Extreme heat"": 0.26, ""Extreme cold"": 0.02, ""Wildfire"": 0.32}","2,040",0.60
Alvarez Inc,45.16893,-78.79020,Healthcare,"{""Volcano"": 0.24}","2,040",0.24
Pittman PLC,46.37764,-73.38269,Energy,"{""Sea level rise"": 0.04, ""Extreme cold"": 0.12, ""Drought"": 0.08, ""Hurricane"": 0.06, ""Extreme heat"": 0.04}","2,040",0.34
Patel-Brooks,44.01309,-78.77802,Energy,"{""Volcano"": 0.29, ""Extreme heat"": 0.29}","2,040",0.58
Willis-Newman,46.40902,-72.60217,Finance,"{""Extreme heat"": 0.2, ""Wildfire"": 0.46}","2,030",0.66
Good-Lewis,46.63970,-72.86900,Retail,"{""Earthquake"": 0.09999999999999999, ""Extreme heat"": 0.06, ""Drought"": 0.09, ""Sea level rise"": 0.1, ""Flooding"": 0.07, ""Wildfire"": 0.06, ""Extreme cold"": 0.07, ""Hurricane"": 0.1, ""Volcano"": 0.0, ""Tornado"": 0.04}","2,030",0.69
Wilkerson-Miranda,51.16711,-117.86240,Healthcare,"{""Flooding"": 0.04, ""Tornado"": 0.06, ""Drought"": 0.06, ""Volcano"": 0.01, ""Extreme cold"": 0.05, ""Hurricane"": 0.04}","2,030",0.26
"Fox, Daniel and Coleman",46.35637,-62.67251,Technology,"{""Sea level rise"": 0.14, ""Wildfire"": 0.01, ""Earthquake"": 0.14, ""Hurricane"": 0.04, ""Extreme heat"": 0.1, ""Tornado"": 0.14, ""Drought"": 0.01, ""Extreme cold"": 0.12, ""Volcano"": 0.11, ""Flooding"": 0.01}","2,070",0.82
Campos and Sons,47.21633,-59.63200,Technology,"{""Drought"": 0.08, ""Wildfire"": 0.05, ""Earthquake"": 0.05, ""Extreme cold"": 0.04, ""Extreme heat"": 0.14, ""Tornado"": 0.27, ""Sea level rise"": 0.1, ""Hurricane"": 0.01}","2,050",0.74
Anderson Group,46.07664,-73.03097,Retail,"{""Wildfire"": 0.09, ""Earthquake"": 0.01, ""Sea level rise"": 0.05}","2,050",0.15
"Walker, Hogan and Mendez",46.60189,-72.84617,Finance,"{""Volcano"": 0.009999999999999998, ""Drought"": 0.09, ""Hurricane"": 0.06, ""Extreme cold"": 0.09, ""Tornado"": 0.07, ""Flooding"": 0.01, ""Sea level rise"": 0.09, ""Earthquake"": 0.09, ""Extreme heat"": 0.01, ""Wildfire"": 0.08}","2,040",0.60
"Patel, Norris and Jackson",46.55425,-73.21522,Finance,"{""Tornado"": 0.01, ""Wildfire"": 0.03, ""Extreme cold"": 0.05, ""Earthquake"": 0.01, ""Volcano"": 0.01}","2,030",0.11
"Roberts, Burke and Williams",46.72319,-73.44552,Technology,"{""Hurricane"": 0.49}","2,070",0.49
Smith-Woods,53.65123,-112.19869,Healthcare,"{""Extreme heat"": -0.01, ""Sea level rise"": 0.05, ""Volcano"": 0.03, ""Flooding"": 0.08, ""Drought"": 0.06, ""Earthquake"": 0.03, ""Hurricane"": 0.09, ""Extreme cold"": 0.01}","2,060",0.34
Good-Lewis,54.20755,-113.05758,Manufacturing,"{""Drought"": 0.01, ""Sea level rise"": 0.01, ""Extreme cold"": 0.01, ""Flooding"": 0.01, ""Earthquake"": 0.03, ""Extreme heat"": 0.0, ""Tornado"": 0.04, ""Hurricane"": 0.04}","2,040",0.15
Reid PLC,54.55862,-113.20134,Finance,"{""Tornado"": 0.14, ""Drought"": 0.01, ""Extreme heat"": 0.03, ""Extreme cold"": 0.05, ""Volcano"": 0.06, ""Hurricane"": 0.11, ""Earthquake"": 0.09}","2,030",0.49
Patel-Brooks,42.83768,-79.30639,Healthcare,"{""Tornado"": 0.07, ""Drought"": 0.18, ""Extreme cold"": 0.09, ""Earthquake"": 0.03, ""Hurricane"": 0.02, ""Volcano"": 0.02, ""Sea level rise"": 0.12}","2,070",0.53
